"","Date","Governorate","Target","facility_type"
"11795","06/03/2017","Lahj","Al-Omary Schools","School"
"11796","06/03/2017","Lahj","-","Unknown"
"11797","06/03/2017","Lahj","Residential Area","Residential Area"
"11798","06/03/2017","Lahj","-","Unknown"
"11799","07/03/2017","Lahj","-","Unknown"
"11800","07/03/2017","Lahj","-","Unknown"
"11801","07/03/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11802","07/03/2017","Lahj","Farms","Farms"
"11803","07/03/2017","Lahj","-","Unknown"
"11804","07/03/2017","Al Hudaydah","-","Unknown"
"11805","07/03/2017","Marib","Telecommunications network","Communication"
"11806","07/03/2017","Marib","-","Unknown"
"11807","07/03/2017","Marib","-","Unknown"
"11808","07/03/2017","Marib","-","Unknown"
"11809","07/03/2017","Al Bayda","-","Unknown"
"11810","07/03/2017","Al Bayda","-","Unknown"
"11811","07/03/2017","Al Bayda","Military vehicles","Moving Target (weapons/fighters)"
"11812","07/03/2017","Ibb","-","Unknown"
"11813","07/03/2017","Al Mahwit","Residential Area","Residential Area"
"11814","07/03/2017","Al Mahwit","-","Unknown"
"11815","07/03/2017","Al Mahwit","Al-Saifi Military Camp","Military Site"
"11816","07/03/2017","Al Mahwit","-","Unknown"
"11817","07/03/2017","Al Mahwit","-","Unknown"
"11818","07/03/2017","Al Mahwit","-","Unknown"
"11819","07/03/2017","Lahj","Taiz Airport","Transport"
"11820","07/03/2017","Lahj","-","Unknown"
"11821","07/03/2017","Lahj","-","Unknown"
"11822","07/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11823","08/03/2017","Lahj","Maswarah market","Market Place"
"11824","08/03/2017","Lahj","-","Unknown"
"11825","08/03/2017","Lahj","Checkpoint","Checkpoints"
"11826","08/03/2017","Lahj","Pro-Houthi forces","Forces"
"11827","08/03/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"11828","08/03/2017","Lahj","-","Unknown"
"11829","08/03/2017","Al Hudaydah","Al-Jama military camp","Military Site"
"11830","08/03/2017","Al Hudaydah","Military vehicle","Moving Target (weapons/fighters)"
"11831","08/03/2017","Al Hudaydah","-","Unknown"
"11832","08/03/2017","Marib","10th Storm brigade","Military Site"
"11833","08/03/2017","Marib","Abo Mosa Al-Asha'ari Military Camp","Military Site"
"11834","08/03/2017","Al Bayda","-","Unknown"
"11835","08/03/2017","Ibb","Pro-Houthi Site","Military Site"
"11836","08/03/2017","Al Mahwit","-","Unknown"
"11837","08/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11838","08/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11839","08/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11840","09/03/2017","Lahj","-","Unknown"
"11841","09/03/2017","Lahj","Al-Aqran dam","Water & Electricity"
"11842","09/03/2017","Lahj","-","Unknown"
"11843","09/03/2017","Al Hudaydah","Civilian's house","Residential Area"
"11844","09/03/2017","Al Hudaydah","Pro-Houthi forces","Forces"
"11845","09/03/2017","Al Hudaydah","Pro-Houthi site","Military Site"
"11846","09/03/2017","Al Hudaydah","-","Unknown"
"11847","09/03/2017","Ibb","-","Unknown"
"11848","09/03/2017","Al Bayda","-","Unknown"
"11849","09/03/2017","Ibb","-","Unknown"
"11850","09/03/2017","Al Mahwit","-","Unknown"
"11851","09/03/2017","Al Mahwit","-","Unknown"
"11852","09/03/2017","Al Mahwit","Pro-Houthi Sites","Military Site"
"11853","09/03/2017","Al Mahwit","Main road","Transport"
"11854","09/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11855","10/03/2017","Lahj","Farms","Farms"
"11856","10/03/2017","Lahj","-","Unknown"
"11857","10/03/2017","Lahj","-","Unknown"
"11858","10/03/2017","Al Hudaydah","-","Unknown"
"11859","10/03/2017","Al Hudaydah","-","Unknown"
"11860","10/03/2017","Al Hudaydah","-","Unknown"
"11861","10/03/2017","Marib","Abo Mosa Al-Asha'ari Military Camp","Military Site"
"11862","10/03/2017","Marib","Market","Market Place"
"11863","10/03/2017","Ibb","-","Unknown"
"11864","10/03/2017","Ibb","-","Unknown"
"11865","10/03/2017","Al Mahwit","Pro-Houthi Sites","Military Site"
"11866","10/03/2017","Al Mahwit","-","Unknown"
"11867","10/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11868","10/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11869","10/03/2017","Lahj","-","Unknown"
"11870","10/03/2017","Lahj","-","Unknown"
"11871","11/03/2017","Lahj","-","Unknown"
"11872","11/03/2017","Lahj","-","Unknown"
"11873","11/03/2017","Lahj","Residential Area","Residential Area"
"11874","11/03/2017","Lahj","-","Unknown"
"11875","11/03/2017","Lahj","Main road","Transport"
"11876","11/03/2017","Marib","Abo Mosa Al-Asha'ari Military Camp","Military Site"
"11877","11/03/2017","Dhamar","Weapons storage","Weapon Storage"
"11878","11/03/2017","Aden","Al-Qasabah bridge","Transport"
"11879","11/03/2017","Aden","Bab Al-Rishah bridge","Transport"
"11880","11/03/2017","Ibb","-","Unknown"
"11881","11/03/2017","Al Mahwit","-","Unknown"
"11882","11/03/2017","Al Mahwit","Deputy director of security convoy","Figure"
"11883","11/03/2017","Al Mahwit","-","Unknown"
"11884","11/03/2017","Al Mahwit","-","Unknown"
"11885","11/03/2017","Al Mahwit","-","Unknown"
"11886","11/03/2017","Lahj","Al-Omary Schools","School"
"11887","11/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11888","11/03/2017","Lahj","Al-Omary Schools","School"
"11889","12/03/2017","Lahj","Military Academy","Military Site"
"11890","12/03/2017","Lahj","Civilian's vehicle","Vehicle/Buss"
"11891","12/03/2017","Lahj","Al-Manar military camp","Military Site"
"11892","12/03/2017","Lahj","Sana'a-Al-Hudaydah road","Transport"
"11893","12/03/2017","Al Hudaydah","Farm","Farms"
"11894","12/03/2017","Al Hudaydah","House (reportedly belonging to the former president Ali Saleh)","Figure"
"11895","12/03/2017","Al Hudaydah","Farms (reportedly belonging to Sheikh Mojahid Abo Shawarib)","Figure"
"11896","12/03/2017","Al Hudaydah","-","Unknown"
"11897","12/03/2017","Al Hudaydah","-","Unknown"
"11898","12/03/2017","Ibb","-","Unknown"
"11899","12/03/2017","Ibb","-","Unknown"
"11900","12/03/2017","Ibb","-","Unknown"
"11901","12/03/2017","Al Bayda","-","Unknown"
"11902","12/03/2017","Al Mahwit","Al-Saifi Military Camp","Military Site"
"11903","12/03/2017","Al Mahwit","-","Unknown"
"11904","12/03/2017","Al Mahwit","-","Unknown"
"11905","12/03/2017","Al Mahwit","Farm","Farms"
"11906","12/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11907","12/03/2017","Lahj","Pro-Houthi forces","Forces"
"11908","12/03/2017","Lahj","-","Unknown"
"11909","13/03/2017","Lahj","-","Unknown"
"11910","13/03/2017","Lahj","-","Unknown"
"11911","13/03/2017","Lahj","-","Unknown"
"11912","13/03/2017","Lahj","Main road","Transport"
"11913","13/03/2017","Lahj","Main road","Transport"
"11914","13/03/2017","Lahj","Market","Market Place"
"11915","13/03/2017","Lahj","-","Unknown"
"11916","13/03/2017","Taizz","Pro-Houthi forces","Forces"
"11917","13/03/2017","Al Hudaydah","-","Unknown"
"11918","13/03/2017","Al Hudaydah","-","Unknown"
"11919","13/03/2017","Al Hudaydah","-","Unknown"
"11920","13/03/2017","Marib","Stones Crusher","State resources"
"11921","13/03/2017","Al Mahwit","-","Unknown"
"11922","13/03/2017","Al Mahwit","-","Unknown"
"11923","13/03/2017","Al Mahwit","-","Unknown"
"11924","13/03/2017","Al Mahwit","Residential Areas","Residential Area"
"11925","13/03/2017","Al Mahwit","-","Unknown"
"11926","13/03/2017","Lahj","-","Unknown"
"11927","13/03/2017","Lahj","-","Unknown"
"11928","13/03/2017","Lahj","-","Unknown"
"11929","13/03/2017","Lahj","-","Unknown"
"11930","14/03/2017","Lahj","Residential Areas","Residential Area"
"11931","14/03/2017","Lahj","Pro-Houthi forces","Forces"
"11932","14/03/2017","Al Hudaydah","Cannon","Other"
"11933","14/03/2017","Marib","-","Unknown"
"11934","14/03/2017","Al Bayda","Pro-Houthi Sites","Military Site"
"11935","14/03/2017","Ibb","-","Unknown"
"11936","14/03/2017","Ibb","-","Unknown"
"11937","14/03/2017","Al Mahwit","Residential Area","Residential Area"
"11938","14/03/2017","Al Mahwit","-","Unknown"
"11939","14/03/2017","Al Mahwit","Pro-Houthi Sites","Military Site"
"11940","14/03/2017","Lahj","-","Unknown"
"11941","14/03/2017","Lahj","-","Unknown"
"11942","14/03/2017","Lahj","-","Unknown"
"11943","14/03/2017","Lahj","-","Unknown"
"11944","14/03/2017","Lahj","-","Unknown"
"11945","15/03/2017","Lahj","Fuel station","Oil & Gas"
"11946","15/03/2017","Lahj","Farms","Farms"
"11947","15/03/2017","Al Hudaydah","The Customs","Gov. Compounds"
"11948","15/03/2017","Al Hudaydah","-","Unknown"
"11949","15/03/2017","Al Mahwit","Farm","Farms"
"11950","15/03/2017","Al Mahwit","-","Unknown"
"11951","15/03/2017","Hadramaut","Watch tower","Military Site"
"11952","15/03/2017","Hadramaut","Pro-Houthi Sites","Military Site"
"11953","15/03/2017","Lahj","-","Unknown"
"11954","15/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11955","15/03/2017","Lahj","-","Unknown"
"11956","15/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11957","15/03/2017","Lahj","-","Unknown"
"11958","15/03/2017","Lahj","Residential Area","Residential Area"
"11959","16/03/2017","Marib","Vegetables truck","Vehicle/Buss"
"11960","16/03/2017","Marib","Fishers boat","Private business"
"11961","16/03/2017","Marib","-","Unknown"
"11962","16/03/2017","Marib","-","Unknown"
"11963","16/03/2017","Marib","-","Transport"
"11964","16/03/2017","Marib","Somali refuigees boat",""
"11965","16/03/2017","Ibb","Pro-Houthi forces","Military Site"
"11966","16/03/2017","Ibb","-","Unknown"
"11967","16/03/2017","Ibb","-","Unknown"
"11968","16/03/2017","Al Mahwit","-","Unknown"
"11969","16/03/2017","Al Mahwit","-","Unknown"
"11970","16/03/2017","Al Mahwit","-","Unknown"
"11971","16/03/2017","Hadramaut","Pro-Houthi Sites","Military Site"
"11972","16/03/2017","Hadramaut","-","Unknown"
"11973","16/03/2017","Hadramaut","Pro-Houthi forces","Forces"
"11974","16/03/2017","Lahj","-","Unknown"
"11975","16/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"11976","16/03/2017","Lahj","-","Unknown"
"11977","17/03/2017","Lahj","-","Unknown"
"11978","17/03/2017","Marib","Truck","Vehicle/Buss"
"11979","17/03/2017","Al Bayda","Pro-Houthi Sites","Military Site"
"11980","17/03/2017","Ibb","-","Unknown"
"11981","17/03/2017","Hadramaut","-","Unknown"
"11982","17/03/2017","Hadramaut","-","Unknown"
"11983","17/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11984","17/03/2017","Lahj","Al-Omary schools","School"
"11985","17/03/2017","Lahj","Pro-Houthi forces","Forces"
"11986","17/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11987","17/03/2017","Lahj","Residential Area","Residential Area"
"11988","18/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"11989","18/03/2017","Lahj","Checkpoint","Checkpoints"
"11990","18/03/2017","Lahj","-","Unknown"
"11991","18/03/2017","Marib","Pro-Houthi forces ","Forces"
"11992","18/03/2017","Marib","-","Unknown"
"11993","18/03/2017","Marib","Al-Hudaydah Airport","Transport"
"11994","18/03/2017","Marib","-","Unknown"
"11995","18/03/2017","Marib","Al-Hudaydah Airport","Transport"
"11996","18/03/2017","Al Mahwit","-","Unknown"
"11997","18/03/2017","Al Mahwit","Civilian's house","Residential Area"
"11998","18/03/2017","Al Mahwit","Al-Saifi Military Camp","Military Site"
"11999","18/03/2017","Al Mahwit","Old building of Qahzah prison","Military Site"
"12000","18/03/2017","Lahj","-","Unknown"
"12001","18/03/2017","Lahj","-","Transport"
"12002","18/03/2017","Lahj","-","Unknown"
"12003","18/03/2017","Lahj","Civilian's vehicle","Vehicle/Buss"
"12004","18/03/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"12005","18/03/2017","Lahj","Al-Bahoul checkpoint","Checkpoints"
"12006","18/03/2017","Lahj","Two military vehicles","Moving Target (weapons/fighters)"
"12007","18/03/2017","Lahj","-","Unknown"
"12008","18/03/2017","Lahj","-","Unknown"
"12009","18/03/2017","Lahj","-","Unknown"
"12010","18/03/2017","Lahj","-","Unknown"
"12011","18/03/2017","Lahj","-","Unknown"
"12012","18/03/2017","Lahj","-","Unknown"
"12013","19/03/2017","Lahj","-","Unknown"
"12014","19/03/2017","Al Hudaydah","Pro-Houthi Sites","Military Site"
"12015","19/03/2017","Al Hudaydah","Al-Naseem farms","Farms"
"12016","19/03/2017","Marib","Residential Areas","Residential Area"
"12017","19/03/2017","Marib","-","Unknown"
"12018","19/03/2017","Marib","-","Unknown"
"12019","19/03/2017","Marib","-","Unknown"
"12020","19/03/2017","Marib","-","Transport"
"12021","19/03/2017","Ibb","-","Unknown"
"12022","19/03/2017","Al Mahwit","Farm","Farms"
"12023","19/03/2017","Al Mahwit","-","Unknown"
"12024","19/03/2017","Al Mahwit","-","Unknown"
"12025","19/03/2017","Al Mahwit","-","Unknown"
"12026","19/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"12027","19/03/2017","Lahj","Pro-Houthi forces","Forces"
"12028","19/03/2017","Lahj","Taiz Airport","Transport"
"12029","19/03/2017","Lahj","-","Unknown"
"12030","19/03/2017","Lahj","Telecommunications network","Communication"
"12031","20/03/2017","Lahj","Farms","Farms"
"12032","20/03/2017","Lahj","Al-Midhmar institiute","Institute"
"12033","20/03/2017","Ibb","-","Unknown"
"12034","20/03/2017","Ibb","-","Unknown"
"12035","20/03/2017","Ibb","-","Unknown"
"12036","20/03/2017","Al Mahwit","Residential Areas","Residential Area"
"12037","20/03/2017","Al Mahwit","-","Unknown"
"12038","20/03/2017","Al Mahwit","Residential Area","Residential Area"
"12039","20/03/2017","Al Mahwit","-","Unknown"
"12040","20/03/2017","Al Mahwit","Main road","Transport"
"12041","20/03/2017","Lahj","-","Unknown"
"12042","20/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"12043","20/03/2017","Lahj","-","Unknown"
"12044","20/03/2017","Lahj","-","Unknown"
"12045","20/03/2017","Lahj","-","Unknown"
"12046","20/03/2017","Lahj","-","Unknown"
"12047","20/03/2017","Lahj","-","Unknown"
"12048","20/03/2017","Lahj","-","Unknown"
"12049","21/03/2017","Lahj","-","Unknown"
"12050","21/03/2017","Marib","-","Unknown"
"12051","21/03/2017","Ibb","-","Unknown"
"12052","21/03/2017","Al Mahwit","Cement and Iron truck","Vehicle/Buss"
"12053","21/03/2017","Al Mahwit","-","Unknown"
"12054","21/03/2017","Al Mahwit","-","Unknown"
"12055","21/03/2017","Lahj","Pro-Houthi forces","Forces"
"12056","21/03/2017","Lahj","Al-Omary schools","School"
"12057","21/03/2017","Lahj","-","Unknown"
"12058","21/03/2017","Lahj","-","Unknown"
"12059","22/03/2017","Marib","Al-Dhuha - Al-Turbah bridge","Transport"
"12060","22/03/2017","Marib","-","Unknown"
"12061","22/03/2017","Marib","-","Unknown"
"12062","22/03/2017","Dhamar","-","Unknown"
"12063","22/03/2017","Ibb","-","Unknown"
"12064","22/03/2017","Ibb","-","Unknown"
"12065","22/03/2017","Al Mahwit","-","Unknown"
"12066","22/03/2017","Al Mahwit","Main road","Transport"
"12067","22/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"12068","22/03/2017","Lahj","Pro-Houthi forces","Forces"
"12069","22/03/2017","Lahj","Military sites","Military Site"
"12070","23/03/2017","Lahj","-","Unknown"
"12071","23/03/2017","Al Hudaydah","Missiles launcher","Moving Target (weapons/fighters)"
"12072","23/03/2017","Marib","-","Unknown"
"12073","23/03/2017","Marib","-","Unknown"
"12074","23/03/2017","Marib","Al-Hudaydah Airport","Transport"
"12075","23/03/2017","Marib","Cemetery","Other"
"12076","23/03/2017","Al Bayda","-","Unknown"
"12077","23/03/2017","Ibb","-","Unknown"
"12078","23/03/2017","Ibb","-","Unknown"
"12079","23/03/2017","Ibb","Main road","Transport"
"12080","23/03/2017","Ibb","Pro-Houthi forces","Forces"
"12081","23/03/2017","Al Mahwit","Weapons storage","Weapon Storage"
"12082","23/03/2017","Al Mahwit","Pro-Houthi Sites","Military Site"
"12083","23/03/2017","Al Mahwit","-","Unknown"
"12084","23/03/2017","Al Mahwit","-","Unknown"
"12085","23/03/2017","Al Mahwit","Residential Area","Residential Area"
"12086","23/03/2017","Lahj","-","Unknown"
"12087","23/03/2017","Lahj","-","Unknown"
"12088","23/03/2017","Lahj","Pro-Houthi forces","Forces"
"12089","23/03/2017","Lahj","-","Unknown"
"12090","23/03/2017","Lahj","Stones Crusher","State resources"
"12091","23/03/2017","Lahj","-","Unknown"
"12092","23/03/2017","Lahj","-","Unknown"
"12093","24/03/2017","Marib","Al-Hudaydah Airport","Transport"
"12094","24/03/2017","Marib","Tihama Development authority","Gov. Compounds"
"12095","24/03/2017","Ibb","Pro-Houthi Sites","Military Site"
"12096","24/03/2017","Al Mahwit","Popular market","Market Place"
"12097","24/03/2017","Al Mahwit","Pro-Houthi Sites","Military Site"
"12098","24/03/2017","Al Mahwit","-","Unknown"
"12099","24/03/2017","Lahj","Sabihah Ice factroy","Private Business"
"12100","24/03/2017","Lahj","Pro-Houthi forces","Forces"
"12101","24/03/2017","Lahj","Pro-Houthi forces","Forces"
"12102","24/03/2017","Lahj","-","Unknown"
"12103","24/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"12104","24/03/2017","Lahj","Bridge","Transport"
"12105","25/03/2017","Lahj","Farms","Farms"
"12106","25/03/2017","Lahj","Badu tent","Residential Area"
"12107","25/03/2017","Ibb","-","Unknown"
"12108","25/03/2017","Ibb","-","Unknown"
"12109","25/03/2017","Al Mahwit","-","Unknown"
"12110","25/03/2017","Al Mahwit","-","Unknown"
"12111","25/03/2017","Al Mahwit","-","Unknown"
"12112","25/03/2017","Al Mahwit","-","Unknown"
"12113","25/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"12114","25/03/2017","Lahj","-","Unknown"
"12115","25/03/2017","Lahj","-","Unknown"
"12116","25/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"12117","25/03/2017","Lahj","Pro-Houthi reinforcements","Moving Target (weapons/fighters)"
"12118","25/03/2017","Lahj","Pro-Houthi Sites","Military Site"
"12119","26/03/2017","Lahj","Residential Area","Residential Area"
"12120","26/03/2017","Lahj","Weapons storage","Weapon Storage"
"12121","26/03/2017","Lahj","-","Unknown"
"12122","26/03/2017","Al Mahwit","-","Unknown"
"12123","26/03/2017","Al Mahwit","-","Unknown"
"12124","26/03/2017","Lahj","35th Armoured brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"12125","26/03/2017","Lahj","-","Unknown"
"12126","26/03/2017","Lahj","-","Unknown"
"12127","26/03/2017","Lahj","-","Unknown"
"12128","26/03/2017","Lahj","-","Unknown"
"12129","27/03/2017","Al Hudaydah","-","Unknown"
"12130","27/03/2017","Marib","Pro-Houthi Sites","Military Site"
"12131","27/03/2017","Dhamar","-","Unknown"
"12132","27/03/2017","Dhamar","Civilian's house","Residential Area"
